"","status","geometry","type","source","sYear","Empreendimento","Fase","Quantidade de UH"," Tipo de UH"," Programa"," Valor Estadual"," Valor Total"," Logradouro"," Número do Logradouro"," Bairro"," CEP"," Município"," Código do Município"," Região","Longitude","Latitude","id"
"11","Funciona","POINT (-49.9036944444444 -20.6501388888889)","M.Melhor",NA,NA," LOTEAMENTO NOROESTE PAULISTA"," ENTREGA TOTAL"," 30"," CASA"," M.MELHOR"," 479624,17"," 479624,17"," Rua Principal MARECHAL CASTELO BRANCO"," S/N"," "," "," SEBASTIANÓPOLIS DO SUL"," 3551306"," ESP"," -49.9036944444444"," -20.6501388888889",11
"12","Funciona","POINT (-52.1734166666667 -22.5311111111111)","M.Melhor",NA,NA," TEODORO SAMPAIO"," OBRAS"," 50"," CASA"," M.MELHOR"," 800000"," 800000"," "," "," "," "," TEODORO SAMPAIO"," 3554300"," ESP"," -52.1734166666667"," -22.5311111111111",12
"13","Funciona","POINT (-46.6325555555556 -22.4748888888889)","M.Melhor",NA,NA," AGUAS DE LINDOIA"," ASSINADO"," 40"," CASA"," M.MELHOR"," 640000"," 640000"," Rua JABOTICABAL"," S/N"," PIMENTÉIS"," 13940000"," ÁGUAS DE LINDÓIA"," 3500501"," ESP"," -46.6325555555556"," -22.4748888888889",13
"14","Funciona","POINT (-48.9980555555556 -22.4730555555556)","M.Melhor",NA,NA," CONJUNTO HABITACIONAL MINHA CASA MINHA VIDA BAIRRO JARDIM SANTA CÂNDIDA"," OBRAS"," 60"," CASA"," M.MELHOR"," 877026"," 877026"," Rua Uganda, Tanzania, Somália, Waldemer Duarte e José Galiani"," S/N"," Jardim Santa Candida"," "," AGUDOS"," 3500709"," ESP"," -48.9980555555556"," -22.4730555555556",14
"15","Funciona","POINT (-51.4244722222222 -22.0629722222222)","M.Melhor",NA,NA," PARQUE DOS PINHEIROS"," ASSINADO"," 20"," CASA"," M.MELHOR"," 312446,14"," 312446,14"," Avenida CASTRO ALVES"," S/N"," PQ. DOS PINHEIROS"," "," ÁLVARES MACHADO"," 3501301"," ESP"," -51.4244722222222"," -22.0629722222222",15
"16","Funciona","POINT (-47.0681388888889 -23.4335)","M.Melhor",NA,NA," NOVA ARAÇA"," OBRAS"," 28"," CASA"," M.MELHOR"," 448000"," 448000"," Estrada IGAVETA"," S/N"," IGAVETA"," 1814700"," ARAÇARIGUAMA"," 3502754"," RMS"," -47.0681388888889"," -23.4335",16
"17","Funciona","POINT (-48.5035277777778 -24.7593611111111)","M.Melhor",NA,NA," BARRA DO TURVO"," OBRAS"," 38"," CASA"," M.MELHOR"," 608000"," 608000"," "," "," "," "," BARRA DO TURVO"," 3505401"," ESP"," -48.5035277777778"," -24.7593611111111",17
"18","Funciona","POINT (-48.3076388888889 -23.1297777777778)","M.Melhor",NA,NA," VILA NOVA ESPERANÇA"," OBRAS"," 40"," CASA"," M.MELHOR"," 640000"," 640000"," Estrada BFT 040"," S/N"," BAIRRO DOS ÓRGÃOS"," 18590000"," BOFETE"," 3506904"," ESP"," -48.3076388888889"," -23.1297777777778",18
"19","Funciona","POINT (-49.1513055555556 -24.3168888888889)","M.Melhor",NA,NA," RESIDENCIAL PARQUE DAS ARAUCÁRIAS"," ASSINADO"," 40"," CASA"," M.MELHOR"," 640000"," 640000"," Rua RUA 01 ATÉ A RUA 04"," S/N"," "," "," BOM SUCESSO DE ITARARÉ"," 3507159"," ESP"," -49.1513055555556"," -24.3168888888889",19
"20","Funciona","POINT (-49.6107222222222 -23.2094444444444)","M.Melhor",NA,NA," CAFELÂNDIA"," OBRAS"," 22"," CASA"," M.MELHOR"," 352000"," 352000"," Rua PROGRAMA MINHA CASA MINHA VIDA II E III"," S/N"," VILA BELÉM"," 16500000"," CAFELÂNDIA"," 3508801"," ESP"," -49.6107222222222"," -23.2094444444444",20
"21","Funciona","POINT (-48.3503333333333 -24.0021388888889)","M.Melhor",NA,NA," CAPÃO BONITO"," OBRAS"," 42"," CASA"," M.MELHOR"," 672000"," 672000","  "," "," "," "," CAPÃO BONITO"," 3510203"," ESP"," -48.3503333333333"," -24.0021388888889",21
"22","Funciona","POINT (-47.7296666666667 -23.4723333333333)","M.Melhor",NA,NA," NÚCLEO HABITACIONAL JARDIM NOVA ESPERANÇA"," OBRAS"," 40"," CASA"," M.MELHOR"," 640000"," 640611,41"," Estrada JUVENAL MOREIRA DE LARA"," S/N"," "," "," CAPELA DO ALTO"," 3510302"," RMS"," -47.7296666666667"," -23.4723333333333",22
"23","Funciona","POINT (-47.0812777777778 -21.7669722222222)","M.Melhor",NA,NA," CASA BRANCA"," OBRAS"," 50"," CASA"," M.MELHOR"," 800000"," 800000"," Rua FAMÍLIA MACHADO"," S/N"," JARDIM BELA VISTA"," 13700000"," CASA BRANCA"," 3510807"," ESP"," -47.0812777777778"," -21.7669722222222",23
"24","Funciona","POINT (-51.4888333333333 -20.8690555555556)","M.Melhor",NA,NA," CASTILHO"," OBRAS"," 50"," CASA"," M.MELHOR"," 800000"," 1627398,04","  "," "," "," "," CASTILHO"," 3511003"," ESP"," -51.4888333333333"," -20.8690555555556",24
"25","Funciona","POINT (-47.9783055555556 -21.2454722222222)","M.Melhor",NA,NA," VILA RIZZI"," OBRAS"," 39"," CASA"," M.MELHOR"," 624000"," 624000"," Rua FELÍCIO PESSOTTI  / VEREADOR NOBIL LORENZATO"," S/N"," VILA RIZZI"," 14120000"," DUMONT"," 3514601"," ESP"," -47.9783055555556"," -21.2454722222222",25
"26","Funciona","POINT (-52.6071666666667 -22.5056111111111)","M.Melhor",NA,NA," EUCLIDES DA CUNHA PAULISTA"," OBRAS"," 40"," CASA"," M.MELHOR"," 640000"," 640000"," Rua RUA UM "," S/N"," EUCLIDES DA CUNHA"," 19275000"," EUCLIDES DA CUNHA PAULISTA"," 3515350"," ESP"," -52.6071666666667"," -22.5056111111111",26
"27","Funciona","POINT (-50.7271944444444 -22.9050833333333)","M.Melhor",NA,NA," JARDIM VITÓRIA 2"," OBRAS"," 40"," CASA"," M.MELHOR"," 632091,46"," 632091,46"," Rua PEDRO MARCOS DE SOUZA"," S/N"," CENTRO"," "," FLORÍNIA"," 3516101"," ESP"," -50.7271944444444"," -22.9050833333333",27
"28","Funciona","POINT (-49.6550555555556 -22.2125277777778)","M.Melhor",NA,NA," GARÇA"," OBRAS"," 41"," CASA"," M.MELHOR"," 656000"," 656000","  "," "," "," "," GARÇA"," 3516705"," ESP"," -49.6550555555556"," -22.2125277777778",28
"29","Funciona","POINT (-49.1942222222222 -21.0986944444444)","M.Melhor",NA,NA," CONJ. HABITACIONAL PREFEITO ALBERTO FRANQUINI"," OBRAS >= 85%"," 28"," CASA"," M.MELHOR"," 397896,62"," 397896,62"," Avenida 7 DE SETEMBRO"," S/N"," TERMAS DE IBIRÁ"," "," IBIRÁ"," 3519402"," ESP"," -49.1942222222222"," -21.0986944444444",29
"30","Funciona","POINT (-47.7156388888889 -24.8498055555556)","M.Melhor",NA,NA," ILHA COMPRIDA"," OBRAS"," 40"," CASA"," M.MELHOR"," 640000"," 640000"," Rua DIAMANTINA E VIELA UBERABA"," S/N"," BALNEÁRIO BRITÂNIA"," 11925970"," ILHA COMPRIDA"," 3520426"," ESP"," -47.7156388888889"," -24.8498055555556",30
"31","Funciona","POINT (-47.6393333333333 -23.4056388888889)","M.Melhor",NA,NA," CAPOAVINHA"," OBRAS"," 38"," CASA"," M.MELHOR"," 608000"," 608000"," Rua DIVA RONDINELLI PAULA LEITE "," S/N"," CAPOAVINHA"," 18560000"," IPERÓ"," 3521002"," RMS"," -47.6393333333333"," -23.4056388888889",31
"32","Funciona","POINT (-48.0132222222222 -20.4301666666667)","M.Melhor",NA,NA," CONJUNTO HABITACIONAL PREFEITO NIVALDO SILVA"," OBRAS"," 40"," CASA"," M.MELHOR"," 640000"," 640000"," Avenida JUVERCILIA TAVARES BARBOSA"," S/N"," "," "," IPUÃ"," 3521309"," ESP"," -48.0132222222222"," -20.4301666666667",32
"33","Funciona","POINT (-49.1456666666667 -23.9058888888889)","M.Melhor",NA,NA," CONJUNTO HABITACIONAL BELA VISTA"," OBRAS"," 40"," CASA"," M.MELHOR"," 640000"," 640000"," Rua UM"," S/N"," ÁGUA DAS CRUZINHAS"," 18440000"," ITABERÁ"," 3521705"," ESP"," -49.1456666666667"," -23.9058888888889",33
"34","Funciona","POINT (-48.8418333333333 -24.6394444444444)","M.Melhor",NA,NA," ITAOCA"," OBRAS"," 40"," CASA"," M.MELHOR"," 640000"," 640000"," Rua DIVERSOS ENDEREÇOS"," S/N"," CENTRO"," "," ITAÓCA"," 3522158"," ESP"," -48.8418333333333"," -24.6394444444444",34
"35","Funciona","POINT (-46.2753055555556 -22.9291944444444)","M.Melhor",NA,NA," JOANOPOLIS"," OBRAS"," 40"," CASA"," M.MELHOR"," 640000"," 640000"," Rua 04"," S/N"," BAIRRO DOS PINTOS"," 12980000"," JOANÓPOLIS"," 3525508"," ESP"," -46.2753055555556"," -22.9291944444444",35
"36","Funciona","POINT (-51.1161666666667 -21.1466666666667)","M.Melhor",NA,NA," LOTEAMENTO MIRANDÓPOLIS - I"," ASSINADO"," 50"," CASA"," M.MELHOR"," 501707,50"," 501707,50"," Rua ANTONIO VERONESE "," S/N"," "," "," MIRANDÓPOLIS"," 3530102"," ESP"," -51.1161666666667"," -21.1466666666667",36
"37","Funciona","POINT (-47.9027222222222 -20.7076388888889)","M.Melhor",NA,NA," CONJUNTO HABITACIONAL DOUTOR JULIO BUCCI"," OBRAS"," 60"," CASA"," M.MELHOR"," 890859,44"," 890859,44"," "," "," "," "," ORLÂNDIA"," 3534302"," ESP"," -47.9027222222222"," -20.7076388888889",37
"38","Funciona","POINT (-50.2091388888889 -22.7835277777778)","M.Melhor",NA,NA," PALMITAL MCMV II"," CONCLUÍDO"," 27"," CASA"," M.MELHOR"," 432000"," 432000"," Rua Antonio Alonso esquina e Luiz Basso Sobrinho"," s/n"," centro"," 19970970"," PALMITAL"," 3535309"," ESP"," -50.2091388888889"," -22.7835277777778",38
"39","Funciona","POINT (-50.2091388888889 -22.7835277777778)","M.Melhor",NA,NA," PALMITAL MCMV I"," OBRAS"," 30"," CASA"," M.MELHOR"," 239384,40"," 239384,40"," Rua RUA AUGUSTO DOS SANTOS E RUA ANTÔNIO ALONSO"," S/N"," "," "," PALMITAL"," 3535309"," ESP"," -50.2091388888889"," -22.7835277777778",39
